seqname,DTT,PH,EW,cv0,cv1,cv2,cv3,cv4,cv5,cv6,cv7,cv8,cv9,cv10,cv11,cv12,cv13,cv14,cv15,cv16,cv17,cv18,cv19,cv20,cv21,cv22,cv23,cv24,cv25,cv26,cv27,cv28,cv29
MG_1267,72.4684260852963,216.752575534117,130.048320240906,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,4,1,1,1,1,1,1,1,4,4,4,1,1
MG_1268,66.1860815487039,222.800410466306,79.6029102365775,1,1,4,1,1,1,4,1,4,1,1,1,1,4,1,1,1,1,4,1,4,1,4,1,1,1,1,1,1,1
MG_1269,68.9782346760783,236.576906077911,108.727959147919,1,4,4,1,1,4,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4
MG_127,68.9563951863155,194.405643454047,91.8484094809396,1,4,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1
MG_1270,65.4880432668603,214.784447467386,83.8583866331996,1,1,1,1,1,1,1,1,1,4,4,4,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
MG_1271,66.3605911191648,207.68362027646,90.9612391935919,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,4,1,1,1,1,4,1,1,1,4,1,1,1
MG_1272,66.82443583551,212.421981309687,108.243047268665,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1
MG_1273,67.4076485419302,212.167140624787,85.7211317985528,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,4,1,4,4,4,1,1
MG_1274,71.7990076540562,228.135199686874,128.200555888873,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,4
MG_1275,69.501763387461,233.437366655491,95.0660332766222,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1
MG_1276,69.3272538170001,183.464316113249,103.836783181724,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,4,1,1,1
MG_1277,68.9782346760783,242.201658230534,93.185102320391,1,1,4,1,1,1,4,4,1,1,1,4,1,1,4,1,1,1,1,1,1,1,4,4,1,1,1,1,1,4
MG_1278,67.756667682852,242.966575371153,88.3996398344716,1,4,1,1,1,4,1,1,1,1,4,1,1,4,1,1,1,1,1,1,4,1,4,1,1,1,1,4,1,1
MG_1279,70.5488208102264,216.563110216054,72.6468430333641,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1
MG_128,67.0020991147438,204.133537218884,127.76599922462,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,4,4,1,4,4,1,1,1
MG_1280,63.2194188508686,222.765390163482,90.6286989026349,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1
MG_1281,68.8037251056174,215.567796346333,78.0558185344318,4,1,4,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,4,1,1,4,1,4,4,4,1,1,1,1
MG_1282,67.2331389714693,235.686038731527,58.8343895484357,1,1,1,1,1,4,1,1,1,4,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1
MG_1283,70.5488208102264,220.664171994071,85.2340122469437,1,1,1,1,1,1,1,1,4,1,1,1,4,4,1,1,4,1,1,1,4,1,1,1,1,1,4,1,4,4
MG_1284,67.2331389714693,215.761329598779,96.8118697495892,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,4,1,4,1,1
MG_1285,65.4880432668603,230.787804270817,82.0813745089295,1,4,1,1,1,4,1,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1
MG_1286,67.9311772533129,244.496409652391,94.7386889379408,1,1,1,1,1,1,4,1,1,1,4,1,4,1,1,4,1,1,4,1,1,1,4,1,1,4,1,1,4,4
MG_1287,71.4213686625309,233.022652543107,86.944776112195,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1
MG_1288,70.0252920988437,179.15589727904,49.882888427865,1,4,1,1,1,1,4,1,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1
MG_1289,66.5351006896257,236.533898694623,100.937447610547,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,4,4
MG_129,68.512236988231,213.573541048913,90.7216896450261,4,1,1,1,1,1,1,4,1,1,1,4,4,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1
MG_1290,71.088354537121,157.53096707013,83.8403861037022,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4
MG_1291,67.756667682852,215.60465982299,80.7096458515982,4,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,4,4
MG_1292,68.9782346760783,188.288823620647,88.3788560721322,1,4,1,1,4,1,1,1,1,1,1,4,4,4,4,1,1,1,1,4,1,4,4,4,4,1,1,1,1,1
MG_1293,70.1998016693046,191.247117622317,64.6814641254518,1,1,1,1,1,4,1,1,1,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4
MG_1294,69.1527442465392,221.816155639582,83.0218399893833,4,4,1,1,4,1,1,1,4,1,4,1,4,1,1,1,1,4,1,4,4,1,4,1,1,1,1,1,4,4
MG_1295,66.8841198305475,205.421124396678,88.9815853311761,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MG_1296,70.5488208102264,228.036867325338,80.5979331005763,1,1,1,1,1,4,1,4,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,4,1,4
MG_1297,69.8447115824845,224.457637939022,120.669063399141,1,1,4,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4
MG_1298,66.5351006896257,223.882353506169,99.7177002533174,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,4,1,4,1,1,1,1,1,1,1,4,1
MG_1299,67.5821581123911,246.044675671957,95.4011715281292,1,1,1,1,1,4,4,1,1,1,4,4,1,1,4,4,1,1,1,1,1,4,4,4,1,1,1,1,4,1
MG_130,60.6017752939551,206.75742542547,115.150946628569,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,4,4,1,1,1,1,1,1,1,1,4,1,1
MG_1300,71.088354537121,208.410095766575,112.143357935132,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1
MG_1301,70.0252920988437,240.854298158745,93.8761625857446,4,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1,4,1,1,1,1,1,1,4,1,1
MG_1302,70.5488208102264,190.675733734144,90.0896199373834,1,1,1,1,1,1,4,4,4,1,4,4,1,1,4,4,1,1,1,1,4,1,1,4,1,1,1,1,1,1
MG_1303,70.9106912578872,226.184977547861,119.489670028166,1,4,1,4,1,1,4,1,1,4,1,1,1,1,4,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1
MG_1304,66.5351006896257,221.770076293761,92.0388775351024,4,1,1,1,1,4,4,1,1,1,1,4,1,1,4,1,1,1,4,4,4,4,1,4,4,1,4,4,1,1
MG_1305,68.4547059646956,244.275228792453,104.886363437062,1,4,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MG_1306,67.5821581123911,209.577481389679,116.678553542415,1,1,1,1,1,1,4,4,1,1,4,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1
MG_1307,63.9174571327122,204.272827098833,90.0155637067964,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,4,1
MG_1308,65.8370624077821,190.39618569669,105.644970952621,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,4,1
MG_1309,65.1390241259385,230.036710933944,97.6951798750364,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,4
MG_131,60.776284864416,200.186510711478,94.0840002605782,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MG_1310,67.5821581123911,188.468533069346,96.0168906413631,1,1,4,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1
MG_1311,62.6958901394859,224.765233772088,85.3148624297134,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,4,1,1,1,4,1,1,1,1,1
MG_1312,66.011571978243,207.941664613054,109.866673732714,1,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,4,1,1,1,1
MG_1313,67.0586294010084,220.940648068994,84.1857309718809,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,4,1,4
MG_1314,67.9311772533129,202.260081273397,82.4503800270528,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,4,1,1,1,1,1,1
MG_1315,71.5325127352055,186.326151735281,87.3892655284347,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,4,1,1,1,4,4,1,1,1,1,1,1,1
MG_1316,66.011571978243,214.065609672588,97.1236262626191,4,1,1,4,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1
MG_1317,64.6154954145558,195.076311259994,107.449261776457,1,1,1,1,1,1,1,4,4,1,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1
MG_1318,71.4213686625309,177.468164433314,61.2166433950156,1,4,1,1,1,4,1,1,4,1,1,1,1,1,1,1,4,1,4,4,1,1,4,1,1,4,1,1,1,4
MG_1319,68.2801963942347,231.686351514315,76.0722677202795,1,1,1,1,1,1,4,1,1,4,1,1,1,4,4,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1
MG_132,60.776284864416,204.481105741941,84.6208911051713,1,1,1,4,1,1,1,1,1,4,4,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1
MG_1320,65.1390241259385,243.648549689295,105.642372981159,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,4,1,1,4,1,1,1
MG_1321,71.24685909207,183.809911206902,94.2398785170931,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,4,1,1,4
MG_1322,63.5684379917904,195.845836335195,80.0237815229326,1,4,1,1,1,4,1,1,1,1,1,1,1,1,4,1,4,1,1,1,4,1,1,4,1,1,1,4,1,1
MG_1323,72.1194069443745,201.808503684357,65.4127929461206,1,4,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1
MG_1324,68.6292155351565,238.745707294003,86.1549929453331,4,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,4,1,1,1,1,4,1,1,1,1
MG_1325,69.3272538170001,248.072166888055,89.9688142885844,1,1,1,1,1,4,4,1,1,1,1,1,1,4,4,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1
MG_1326,67.4076485419302,218.175887319769,75.7527172944239,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,4,4,4,1,1,1,1,1,1
MG_1327,64.266476273634,234.469544001868,70.811376562901,1,1,1,1,1,1,1,1,1,4,4,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1
MG_1328,72.991954796679,186.019876632449,62.5990816750281,4,1,4,1,1,1,1,1,4,1,1,1,1,4,1,1,4,1,1,1,1,1,4,1,4,1,1,1,1,1
MG_1329,70.0252920988437,224.396599005525,83.0712014377993,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,4,1,1,1,1,1,4,1,1,1,1,4,4,1
MG_133,62.3468709985641,239.436897481309,88.4723830260411,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,4,1,1,4,1,1,4,1,1,4,4,1,1
MG_1330,71.1482032010052,219.103791288915,87.752745074611,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4
MG_1331,68.8037251056174,167.414879963998,100.599711382902,4,1,1,1,1,4,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MG_1332,65.6625528373212,234.017966412828,112.165878016309,1,1,1,1,1,4,1,1,1,4,1,1,4,1,1,1,4,4,1,1,1,1,4,1,4,1,1,1,1,1
MG_1333,66.7096102600866,236.321933703849,80.9109886001163,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,4,1,1,1,4,1,1,1,1,4,4
MG_1334,63.3939284213295,207.688228211042,112.7296377159,1,1,1,4,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1
MG_1335,67.9771869623615,218.256414903615,61.4902266859935,1,4,1,1,1,4,4,1,4,1,4,4,1,4,4,1,1,1,1,1,1,1,4,1,1,1,1,4,4,1
MG_1336,73.8645026489835,226.352206442144,78.5663198198418,1,4,1,4,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,4,1
MG_1337,61.9978518576423,191.846149117983,79.2288024147065,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
MG_1338,67.4076485419302,205.683776667854,78.2939182564421,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,4,1,1
MG_1339,66.3605911191648,207.015469762064,109.640650260767,1,4,4,1,1,1,1,1,4,1,1,4,1,1,1,4,1,1,1,1,1,1,4,1,1,1,4,1,1,1
MG_134,70.9106912578872,171.713415850822,102.891745316065,1,1,1,4,1,4,1,4,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,4,4,4,1,1,1
MG_1340,69.1527442465392,224.239929229736,116.868205426371,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,4,4,1
MG_1341,69.1527442465392,240.542801780999,70.8061806215367,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,4,1
MG_1342,66.3605911191648,249.085912496104,106.516327882305,1,4,1,1,1,1,1,4,1,4,1,1,4,1,4,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1
MG_1343,66.011571978243,255.05779571443,117.711246991827,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,4,1,1,1,1,1,4,1,1,1
MG_1344,71.5958782329918,250.43142939406,88.5918896945652,1,4,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1,4,1,4,4,4,1,1,4,1,1,4,1
MG_1345,64.4409858440949,243.278071748899,127.925169749967,1,4,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,1,4,4,1,1
MG_135,69.501763387461,233.317560356358,102.548189589338,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1
MG_136,69.1340584655493,175.195955384773,102.51562335477,4,4,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1
MG_137,61.8233422871814,210.876918941815,105.011066042274,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,4,1
MG_138,62.6958901394859,180.934560027708,105.077314301293,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1
MG_139,63.5684379917904,209.46689095971,102.018203517187,1,1,1,1,4,1,1,4,4,1,4,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,4,1,1
MG_1394,70.8978399511482,234.45111226354,91.1950565736879,1,4,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,4,1,4,1,4,1,1,1,1,1,4,1,4
MG_1395,67.756667682852,220.507502218282,78.771559529449,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,4,1,1,4,1,1,1,1
MG_1396,67.4076485419302,199.292571402562,83.047819699322,1,4,4,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1
MG_1397,69.501763387461,209.91846854875,112.321756272824,1,1,1,4,1,1,1,4,1,4,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1
MG_1398,68.1056868237738,151.75711825422,82.9309110069358,1,1,1,4,1,1,1,1,4,4,1,4,1,1,4,4,4,1,1,1,1,4,1,4,4,1,1,1,1,4
MG_1399,67.4076485419302,209.992195502063,106.190544844188,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,4,1,4,4
MG_140,62.8703997099468,214.209377231547,87.4435865330427,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,4,1,4,1
MG_1400,71.0723495216091,212.58185473717,114.675517946199,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1
MG_1401,73.6899930785225,199.246492056742,96.2807811876299,4,1,1,1,4,1,4,4,1,1,4,1,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1
MG_1402,65.8370624077821,184.801382115214,63.854791710319,1,1,1,1,1,4,4,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MG_1403,68.8037251056174,170.806319816381,51.0432340553135,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,1,4,4,1,1,1,1,1,4,1,4
MG_1404,67.0586294010084,181.423001093405,89.9142568988041,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,4,1,1,1
MG_1405,69.1527442465392,249.9337724592,61.7075326590866,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,4,1,1,4,1
MG_1406,68.6292155351565,239.363170527996,105.011066042274,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,4,4,1
MG_1407,69.1527442465392,207.172139537853,84.8819871848338,1,1,4,1,1,4,4,4,1,1,1,1,1,4,1,1,4,1,1,1,1,4,4,1,1,1,1,1,1,1
MG_1408,68.9782346760783,215.742897860451,103.015824358883,4,1,1,1,1,1,1,4,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,4
MG_1409,65.3135336963994,202.619500170796,88.0307279711115,1,1,1,4,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,4,1,4,1,1
MG_141,60.0782465825724,220.995943283978,85.9237735320222,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MG_1410,61.2998135757987,208.58677545454,86.814587943208,4,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1
MG_1411,68.6292155351565,190.850835248262,83.5349392509311,1,1,1,1,4,1,4,1,1,1,1,1,4,1,4,1,4,4,1,1,1,1,1,1,4,1,1,1,1,1
MG_1412,65.1390241259385,214.52179519621,113.989653617533,1,4,1,1,1,1,1,4,1,1,4,1,1,1,4,1,4,4,1,1,4,1,1,4,1,1,4,4,1,1
MG_1413,67.4076485419302,197.071546934018,104.122559980139,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,4,4,4,1,1,1,1,1,4,1,1
MG_1414,70.7233303806873,248.288739813411,105.135768652162,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,4,1,1,4,1,1,1
MG_1415,70.3743112397655,246.710061425604,74.0068808214568,1,1,1,4,1,4,1,1,1,1,1,4,4,4,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1
MG_1416,65.6625528373212,206.908565679761,104.008249259214,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,4
MG_1417,69.3272538170001,252.932001900059,53.6931328712882,1,1,1,1,1,4,1,1,1,1,1,4,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1
MG_1418,67.2331389714693,200.3450236611,66.9754724676826,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1,4,1
MG_1419,68.6292155351565,203.319906227267,50.1003522134327,1,1,1,1,1,1,1,1,4,4,1,1,4,4,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1
MG_142,67.4076485419302,185.358177226468,97.4003101679331,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1
MG_1420,70.1998016693046,176.142308062385,81.5046249598243,4,1,1,1,1,1,4,4,1,1,4,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,4,1,1,4
MG_1421,71.0723495216091,211.411439353332,89.181629093184,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,4,4,1,1,4,1,1,1,4,1,1,1,1
MG_1422,68.2801963942347,188.731185340523,91.0365803457115,1,1,1,1,4,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MG_1423,70.4593319663727,212.710621706158,78.2087879619927,1,4,1,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1
MG_1424,66.1860815487039,202.83146516157,120.723594298978,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1
MG_1425,66.011571978243,207.918624940144,70.3272382892815,4,4,4,1,4,4,1,1,1,1,4,1,1,4,1,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
MG_1426,69.501763387461,223.613250126578,69.2525939977518,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1
MG_1427,68.8037251056174,230.110437887257,85.6938531036627,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1
MG_1428,64.4409858440949,216.323497617788,91.1225213429337,1,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MG_1429,64.0919667031731,202.499693871663,102.789800886936,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1
MG_143,67.4076485419302,211.18104262423,83.7804475049421,1,4,1,1,1,1,4,1,1,4,4,1,1,1,4,1,4,1,1,1,1,1,4,4,1,1,1,1,1,1
MG_1430,63.5684379917904,203.716188601322,86.4901311968402,1,4,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4
MG_1431,65.6625528373212,162.7700819053,80.5381797694318,4,1,1,1,1,1,1,4,1,4,1,1,1,4,4,4,1,1,1,1,1,4,1,4,1,1,1,1,1,1
MG_1432,67.4076485419302,206.226591361618,67.5846966530422,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,4,1,1,4,1,1,4,1
MG_1433,74.0437195075299,197.924014831696,80.7103044621,1,1,1,1,1,1,4,4,4,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1
MG_1434,65.3135336963994,223.207751883358,123.841159429276,1,1,1,4,1,1,1,1,1,4,4,1,1,1,1,1,4,1,4,1,1,4,4,1,1,1,4,1,1,4
MG_1435,68.2801963942347,187.966268199904,84.524763761207,1,4,1,1,1,1,4,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,4,1,1,1,1,1
MG_1436,72.1242696705519,237.79914527459,86.422803724311,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
MG_1437,66.3605911191648,217.401754309986,104.590194749684,1,1,1,1,1,1,1,1,4,1,4,1,1,1,4,1,1,1,1,1,1,1,1,4,1,4,4,1,1,1
MG_1438,70.4330610099419,205.575285509945,73.422813832917,4,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,4,1,4,4,1,1,1,1,1,4,1,1,1,1
MG_1439,70.3743112397655,193.818345119097,80.5641594793706,1,1,1,1,1,1,1,4,1,1,1,1,1,4,4,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1
MG_144,64.7900049850167,246.514684999325,96.2818836774385,1,1,1,1,4,1,4,1,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1
MG_1440,67.5821581123911,218.959236198716,119.258338687737,4,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,4,1,1,4,1,1
MG_1441,71.24685909207,244.275228792453,59.3667490919227,4,1,4,1,1,1,4,4,1,1,1,1,1,1,1,1,4,1,1,4,4,4,1,1,1,4,1,4,1,1
MG_1442,67.756667682852,207.015469762064,104.126456936552,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,4,1,1,4,1,1,1,1,4,1,1,1
MG_1443,69.501763387461,204.34286770448,108.876846803844,1,1,4,1,1,4,4,1,1,1,1,1,1,1,4,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1
MG_1444,62.1723614281032,191.025936762379,102.969060881928,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,4,1,4,1,1,4,1
MG_1445,64.9645145554776,167.765082992233,84.3364132870316,1,1,1,1,4,1,1,1,4,1,4,1,1,1,1,4,1,1,1,1,4,1,4,1,1,1,4,1,1,4
MG_1446,72.1194069443745,199.449241178352,76.3688039743969,4,1,4,4,1,4,1,1,4,4,4,1,1,1,1,1,4,4,4,1,1,4,1,1,1,1,1,4,1,1
MG_1447,63.7429475622513,236.045457628926,69.3576396628921,1,1,1,1,1,4,1,1,1,4,4,1,1,1,1,1,4,1,1,4,4,1,1,1,1,1,1,1,1,1
MG_1448,69.6762729579219,235.345051572456,85.8432364323033,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1
MG_1449,67.4076485419302,239.842395724529,89.9688142885844,1,1,4,4,4,4,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4
MG_145,65.6625528373212,190.135683801129,67.971794322868,1,1,4,1,1,1,4,1,1,1,4,1,4,4,1,1,4,1,4,1,1,1,1,4,1,1,1,4,1,4
MG_1450,66.011571978243,180.547493522817,72.0710725316104,1,4,4,1,1,1,1,4,1,1,1,4,1,1,1,1,1,4,1,1,1,4,1,4,1,1,1,1,1,1
MG_1451,70.8978399511482,175.715306118305,94.7516787921308,4,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1
